Tag,Comment
1,the code has been implemented in modular fashion. however the team can improve the readability of the code in mail worker and assignment form. currently it lacks readability because of too long comments between every line of code and poor alignment which makes it difficult for user to understand.
1,at several places the code used lot of nested if else statements and some methods were very long. these lines could have been also more comments are needed that explain what method variable does just good naming is not enough. the code is dry compliant and follows style pattern well.
1,function length is good. general convention of having function length has been followed. what i found lacking was additional lines of comments before each new function to understand what has been implemented.
1,the authors work functions well but the code uses redundant bad logic in some places. code could have been put into methods and reused. the code functions as expected in almost all cases
1,yes features work as intended but i would like to see tests as well as testing case were job addition to queue fails. i understand this would be edge case and not likely to happen but still needs to be handled. other edge cases such as participant mails is nil have been taken care of.
1,the as well as design document has been created for the write up which explains the requirements. the team has explained the technical aspects in very detailed manner. however it would be helpful for users if the team could add more details about the functional aspects so that end user can test the impact on the existing functionality due to the changes done.
1,the team has leveraged the existing test cases to align with the changes implemented. it would have been more helpful to include the test cases in the write up as well.
1,existing tests have been modified to changed to pass for the new implementation. news tests could have been added
1,the team have explained why and how they did the work they did. feel they should elaborate more on the tests that they have implemented.
1,yes the authors explain the existing solution and explain the drawbacks for in them. i would have liked to see point wise comparison on how their solution overcomes the existing drawbacks. i would suggest not to hard code the mail text subject in the code and use config file instead. this will be easy to modify in future. i would have liked if the authors added why they took and not rabbit or celery
1,mostly looks good. can change names like this is enabled to is self review enabled and assignment form assignment num allowed to assignment form assignment num meta reviews allowed. should be single string.
1, maybe some more comments will be helpful.
1,the project has been explained in great detail. just feel instead of using issue numbers if the team had explained the issue in brief before elaborating on it that would have been great.
1, this whole is for you do not need to explain what it is in the introduction the snippet of code for issue is an intimidating wall of text consider adding some new lines or splitting it up some do not just but whole code file on the review if i want to read this i will find it on the repo.
1,they have explained every aspect of the project really well. plus the video also show the changes they have done. one thing you can add is audio in your videos telling what is being done so that its easy for the user to understand.
1,the test plan has covered various cases and completely explainable in simple terms small suggestion the first paragraph could have been itemized for easier understanding.
1,code looks good apart from lot of commented code. if that is written by the team and was not already present then it should be removed if not used before submitting pull requests.
1,the code has been modified to include the modifications requested test cases added for failing scenarios and edge cases two assignments with same name in my previous review. appreciated. overall the code quality is good. only some variable names are ambiguous for example check validate. what does it validate. name it like validate same name or validate common directory etc
1,there are commits on single day that is yesterday. one suggestion would be to commit regular progress on the git.
1,the code is well written but it can use comments to help explain what the code is doing. for e.g. the code below is hard to understand if assignment directory path and check validate on assignment directory path assignment name assignment id assignment course id end
1,i do feel the code can be deployed to the production server once few test cases have been implemented by the team.
1,the suggestions have not been improved. comments are explanatory and does not give an idea about what the author intended to do. it would be good to include meaningful comments. debut code is still in the commit. even though we may used debut code like the puts statement we should not commit these as they could create junk data in the application log. please consider removing them.
1,i don see any tests added by this team although they do mention that their code additions were not particularly testable except with the existing automatic tests which they enabled.
1, it fine to good. i wish all would have posted link to your repo in stead of the pull request.
1,some parts of the code are still left to be implemented
1,this system does have ui i can view as it seems to be browser add on.
1,the is quite comprehensive and gives the build steps clearly. it could also include more basic explanation in layman terms about what the api does
1,although the write up clearly explains the problem statement and also contains the changes made it does include the test plan which would give clearer picture of the changes added.
1, the authors have included the different tests that they wrote however description of what the test is testing would be helpful.
1,the document straight away starts with the explanation of the project specifics without any background as to what was the whole purpose of doing this. problem statement is very general it could have been more specific as to what was the drawbacks of the existing implementation and how that can be resolved with the new changes. the doc also lacks test plan. it is preferable for the doc to be written in rather than the normal .
1, is better than nothing but it still far cry from complete unit test suite for the review response map model. i recommend it be merged but it needs to be completed.
1,there is some repetition of code but overall code quality is ok. there are some comments from the professor which should have been addressed.
1,there were some issues which i reported regarding comments and notice messages displayed to user which needs to be improved. but they haven been incorporated. it is not blocker but definitely an important change to improve user experience and better code readability. for example in submitted content controller there is comment which says sending email to users. however it is just method call which redirect it to delayed mailer so this should be properly mentioned as it will be helpful for someone or understanding the code later.
1,the code is written really well. the professor frequently advised the team to improve the naming conventions as seen from the comments in the pull request. suggestions i still feel that the function review reminder email is bit longer.
1,no commits were found. the last commit was days back. suggestion i feel that there should have been some commits as the pull request shows merge issues. the travis ci build fails and the code climate is also not able to analyse the code. there should have been commits related to resolving these things.
1,team has added tests for assignment participant model which they have changed. as the requirement was just testing one component this is sufficient however testing the controller would have been more through integration test.
1,they should have added the code as part of the instead of providing links to commits.
1,the write up is clear concise and explains the work done properly. some screen shots would have been handy though
1,write up is really good. but little short. could have been described with more details. also it would have been better if they ha unloaded the of the work they had done.
1,the is written in very verbose manner. they still haven added the test plan which was missing. suggestion i feel that the test plan should have been added explicitly.
1,needs some work code climate changes bit of dryness and passing ci is needed.
1,i think user experience and code readability are as imp as producing working code. so based on how urgent is the requirement for this functionality i would prioritize the notices and display messages to more appropriately indicate what action was taken when we try to add participant to the assignment or import using file. secondly improving the comments as explained with an example in the first question.
1,the overall test coverage decreased by. you could have added test cases to response controller and application these files have contributed the most to the decrement in test coverage.
1,build issues to be fixed. this pull request is not in ready to merge state.
1,the pull request shows that the code has failed all the checks. therefore it should not be deployed. suggestions rectify the code climate travis build and the merge conflict that is being displayed on the pull request conflict. once done the code could be deployed. functionality is working fine no doubt but build must not be deployed unless the above issues are resolved
1,the travis ci build does not pass. suggestion team should have rectified this.
1,pull request failed the tests so that must be fixed before merging.
1,the team has added new test to cover the functionality. but this test is failing. there could be an issue with the notice that is generated as during run time it is set to nil and this is checked against the string provided in the test. the overall test coverage has decreased by.
1,as suggested by the team themselves few errors need to be rectified. the final code also needs to be formatted using to make it consistent with the design
1,there can be few changes incorporated to the code especially the name mismatch of the web ill and corresponding rust file needs to be fixed. the unnecessary comments have to be removed. moreover the pull request shows that there are few changes that have been requested and all checks have failed. so the code can be merged and deployed only after these are incorporated.
1,i think that they need to fix some things that are mentioned by travis ci. once they do that they are good to go.
1,the code is almost completed. only few final touches will make it ready to be deployed onto the production server. maybe the future team can also work on it to achieve some more enhanced features.
1,everything works as per the video linked in drive. a link to the same can be added on the page.
1,the is great. i could get all the info needed to understand the problem. could refine the describing issues section bit as i could see sentences like please take look at the issue for suggestions on how to solve this.
1,the team did not have in the last submission. in this submission they do have with the problem statement the files modified approach to solving the problems and test plan. this seems to be significant improvement from the last submission. as for the links i think one link is absent and the other one is video of the same project submitted last year. please check this i think you have added the wrong link. i would also suggest that references section needs to be added to the page so that the deployment pull request and other project reference links are shown.
1,it is very well written with nice flow diagram. the second video link on the page is unavailable which can be fixed removed in case it is legacy.
1,the team had not added link to the during round of the review. issues to be fixed section seems incomplete and not the right kind of writing. please review and try to add more details on the issues that are being addressed. otherwise the looks good with relevant diagrams and code snippets.
1,the code can be deployed once the travis ci passes and there are some minor warnings to be fixed in code climate. there are failing and successful checks the team needs to make sure these checks pass in order to be able deploy the code onto the production server.
1,this code is ready to be deployed if they ensure that variables are renamed to resemble their actual functionality. no big issues as such. resolves the problems well.
1,once the issues with pull request are fixed it can be merged.
1,unsure in this regard since they neither have the deployment neither the link to their repository and also the coverage and the travis ci say otherwise. even so in their video they show in proof that everything runs. one does wonder though how to test without actually having the links of the repo.
1,some improvements are required before deploying it to the main server. there are changes suggested by which need to be looked upon. the future team must ensure to pass the build. there is scope for the new tests to be written and code that would improve the overall coverage. overall the team has done commendable effort with respect to the difference in the first and second submission
1,i believe that code as it stands is not ready to be deployed. more comments are needed and the code is hard to understand so even though the changes are small one might need to see id the changes can be simplified. i believe testing can be more thorough too.
1,if they can write more test cases to test their code and make sure their code does not have bugs think they can deploy their code onto server.
1,no. the code needs to be cleaned up before it can be deployed. the build failure needs to be fixed. also as the project is not deployed manual testing could not be done.
1,the build fails and there are several issues and warnings that need to be fixed.
1,in the first round which files were related to what issue was not mentioned. however now they have edited the to reflect the mentioned changes. each file and its related functionality has been mentioned. appreciated.
1,there is no change in the code in this round. the variable names and method names are intuitive. the code is well indented some useful comments can be included to improve readability. the code is dry.
1,the team has implemented proper functions and has used proper naming convention. however there is scope to add some comments. for ex in the new method get feedback assessments for method which will return feedback assessment the team could have added some comments about the logic implemented. apart from this the code is concise and good coding and ruby practices have been followed
1,yes the team has added test cases the code for couple of test cases are in the in separate section. again it would have been better to explain the test cases little more may be using screenshots of successful test cases.
1,the code is structured well and is straightforward to follow. test blocks are succinct and contain one assertion per block. the project has been greatly improved since the st round. naming and indentation issues have been fixed. furthermore significant work has been done for the code to be consistent with code climate. one suggestion would be to elaborate on the score method. decomposition could be used to extract the common set up into separate before each block and test expectations using multiple it statements as opposed to having everything asserted in one it block.
1,yes commits are done to fix the code climate issues.
1,an unnecessary commit has been performed because of which build has failed and think it was required as already code had coverage. you should check that out it just an indentation issue think. format it using and push it should work. a shorter video to explain the work has been added as well.
1,i found many commits related to the code climate fixes. no suggestions.
1,works as intended. could have elaborated little more like guidance in was able to test the features. works fine.
1,the team has not provided steps for manual testing even though this was requested during round review.
1,the authors have added the screenshots from which clearly shows the code change. but since there are many changes the explanation in the is small. a better way would have been to put the links to the git files where the changes are made and there could be more explanations instead. this would also reduce the size of the .
1,they should have included screenshots associated with the issue. it would help one understand the solution better
1,the write up lacks screenshots relevant images to explain the workflow of the project. this would increase the readability of the also the team has added and included description for the code presented in the these points were mentioned during the previous review which were picked up by the team. the team has done good work in improving their as compared to the previous version.
1,there has been some improvement in the content of the write up but not all suggestions have been incorporated. adding more screenshots of the functionality or video of the project being explained will always be helpful.
1,yes the test does covers of the models variations. the team could have enhanced tests with varied inputs such as for the handle method check. even more through test of the score method with different input data could have been done.
1,although i believe this project is ready to be merged into the branch i would still like to make sure as to why their build is failing in travis ci. most likely it not because of their own code but as suggestion the team should have also looked into this matter themselves and explicitly stated somewhere in the by getting clarification from the instructors.
1,i feel confident if the travis ci integration issues are addressed then it can be deployed in the production server.
1,as long as they fix indentation issues for code climate they are good to go.
1,the test is almost ready to be deployed onto the production server. as mentioned above there are some issues need to be fixed.
1,build is failing they should solve that issue then it is ready for production.
1,the code can definitely be deployed but once the pending code climate issues i believe the are to be resolved by he mentor and the travis ci build have been rectified. suggestion rectify the travis ci issues.
1,the project is ready to be merged. the source code is clearly structured and can be used for the future team to work on. the project has code coverage. in order to avoid potential problems of using instance object is defined in which is an instance of participant class. the possible suggestions are to deconstruct scores method and introduce context constructs to enhance code documentation.
1,it a test project so not applicable for production deployment. but the code can be merged as appropriate test for participant model. any future teams can enhance the test with varied input scenarios.
1,unfortunately the build failed in the second round. but in my opinion this was not due to the team mistake. the build failure says the two examples failed are in files assignment superb and assignment participant superb both files which the team had no connection with. i could be wrong though. as the build was passing and there tests were running in the first round i am inclined to believe it was because of another team incorrect code that this team pulled into their branch by mistake.
1,the pull request says the travis ci build is in progress but that seems improbable. upon closer investigation into the travis ci details it looks like the build is failing.
1,it is pending while i am doing this review. when i click on it it did not pass travis ci but it fails on tests on features while this group is testing participant it happened to our group as well i assume it is not an issue with their code.
1,the travis ci is in progress and there are issue to fix.
1,a commit has been performed days back which in making any change to the code just the indentation and since then build passed. you should check that out it just an indentation issue think. format it using and push it should work.
1,the travis ci build did not fail exactly but it did not pass either. it showed in progress. but when i clicked on the details it showed that the test failed. suggestion travis ci issue should have been rectified.
1,the code seems to be fine but due to lack of comments little hard to understand. it would have been better if there were some comments in get due date data and 
1,they haven made any change since round review. haven changed the naming as well eg topic id does seem right to me. but other than or names everything else looks clean. also you haven added comments to you code. you should add comments when working in open source project.
1,suggested changes related to naming convention are not included in the nd round. variable names top topic deadline topic id puts statements are not removed topic id other than this the code is properly written following coding best practices.
1,no new tests were added and coverage has also reduced. some ui testing could ve been done.
1,they have mentioned that its ui change and has been discussed that testing in required in there documentation. but think you should still have mentioned something there. steps to follow to check how your changes work.
1,the write was good and well written. however it would have been better if some screenshots were also present in the may be juxtaposing the screenshots of before and after of fixing the issues. that would have made the write up easier to understand.
1,the is good and clearly explains the issues faced. however instead of putting in the code changed i feel it would be better to have screenshots of git commit history where we can see both the previous code and new code to get good idea of what actually was changed.
1,the write up is well written and organised. everything looks fine. the team should have mentioned about the approach taken to solve the mentioned problem statement which will make the implementation easier to understand. also the team could have included few screen shots in the write up.
1, test plan is missing. code is directly copy pasted in the approach section pseudo code with proper comments would have been better. alignment is missing in those places where the code is copy pasted.
1,some improvements are required to deployed the code onto the production server. the code should included proper commenting so that if the future team picks up from this project they could know what exactly the code is doing.
1,it might be good to move the long function to smaller functions. but the code looks clean and understandable.
1,the build is still failing and there are issues which needs the team attention. there is one warning and error which needs to be fixed by the issue. according to the error team should remove the debut code from the pull request.
1,i essentially keeping my feedback the same. there are places where i believe that better names could be used and smaller methods could be used.
1,max choosers name was not changed. as far as understand it denotes the maximum number of slots and should be called max slots. which is not changed. apart from this code is good.
1,the team has done good manual testing but it would help to add few test in features to test the impact of the changes done in functionality of the project.
1,no new test cases were added. the new code changes don change the modify the existing code coverage. the modifications were mostly on ui. they could have added capybara testing.
1,the operation works perfectly from ui as shown in the the app was not deployed anywhere or the link was not posted so couldnt test it by myself. application could have been deployed during the second review for better understanding and trying out how the feature works.
1,the write up is well written. it looks like they have improved the test plan sections but still no automated tests in the repository.
1,write up is good and self explanatory. test plan helped lot in understanding how to test it. as discussed in the earlier review images could have been for better visibility. was little difficult when one had to scroll along the page to view the entire image.
1,the is well written with proper screenshots. i liked that the team has provided appropriate screenshots for specific scenarios which covers all the aspects of the project. however the test plan section could be improved by adding the test code
1, i think with proper testing this code is ready to be deployed onto the production server.
1,the code has passed the travis test and has addressed all the issues of the change request. the code should be production ready after adding few more edge test case scenarios.
1,overall i think it could be deployed. there are no tests however written for this functionality and there are some ui patterns that should be re considered before deploying that do not match each other. when saving feedback the ability to save feedback is automatically present and there is button per row while in the other location you must first make row editable.
1,the code seems to be working good from the my biggest concern was if the link to deployment was given it would have been easier to try the features. other than that capybara test cases could have made it strong to go to the production server. if they feature did work the way as it was shown in the it can be deployed to production.
1,the team has checked most of the points given in the problem statement. however proper testing should be done before deploying this project on the main server. it must be ensured that the overall coverage increases. other than the testing part everything else has been implemented as expected.
1,the build has passed. the are only syntactical issues due to version difference.
1,the build passes and there are only minor warnings and issues which can safely be ignored.
1,in documentation it mentions model file is changed to for increasing code coverage. however the file is missing in the pull request generated. there is no mention about changes in the assignment file. but that is present in the pull request. it may be name mismatch or some files are indeed missing. i pointed it out during the first review but changes are not incorporated currently. the code overall looks good. proper variable names are used. commenting is required
1,the code consists of small methods that mostly test one thing. this results in high readability. the team has made an extensive use of context constructs which further enhance the code documentation. moreover the team has improved theory by name method making it cleaner and easier to follow. this was complemented by the fix of bad names that were present in the first round e.g. stu etc. one suggestion pertaining to the scores block would be to use specific assertions of fields instead of testing the object via inspect method and comparing it to the string value.
1,i do not see any new commit after th november. in my opinion some of the tests could be made more articulate in round.
1,the team has made two commits since the first review. the issues that were covered were scores block and mock instance handling. however the primary problem that the spec is testing an instance of class instead of participant was not addressed.
1,the coverage has increased from to which is impressive. however the previous issue was that scores method of participant was not called because the object that is being tested in this project is an instance of class. this problem was handled by commenting out the scores method of so that participant scores method will be called instead. this breaks other parts of the code which depend on scores implementation. the solution to this problem is to either define new participant class instance in the factory or to define it in the test code itself.
1,write up is good but the explanation of plan of work could have included some points like the approach taken.
1,the is excellent. very carefully written lot of detailed explanation. some more background information about the functions can be more helpful as well as syntax summation.
1,explains the testing functionality appropriately. as mentioned in review one technicalities are explained thoroughly but the functional knowledge required to understand what the test is doing and why it is doing what it does is missing. along with mentioning what are the mappings and return values proper explanation of what the test is written for will be more appropriate in document.
1,the is detailed but it does explain why code in the model had to be commented out very well. that was bit alarming.
1,the unit tests affording coverage is great but the code climate and other build problems are bit concerning. i think this could be pulled in with more attention from the developers.
1,if they had presented working deployment then rest everything was done. so it could be deployed onto the production server.
1,the project covers significant part of the functionality for testing the participant. however the biggest problem is that the scores method is commented out from the class obviously this will break the existing code that relies on that functionality. furthermore the future testing will possibly become complicated because the object under test for participant superb is an instance of as opposed to participant.
1,there were many lingering code climate issues and the danger bot and travis didn pass either. a little cleaning could be done.
1,the build did not pass travis ci. the reason is because scores method is commented out from the class.
1,yes the code already followed all the good conventions earlier except the lack of proper comments. the code still lacks comments and the author made any changes since the last review. but the overall code quality is upto the mark.
1,the code quality is good however it can be improved significantly. the code lacks proper comments and contains many if else statements. they could have been and avoided.
1,there are few issues regarding code repetition and extra white space especially in the controller spec file.
1,yes good number of tests added coverage increased but but would like to see more ve tests. mostly ve test cases are covered in the tests
1,the needs significant improvement. no clear explanation is given as to which files are edited for which reason. only file names are stated along with changes made. why the changes were made and what do those changes correct is not given. this review was given by me last time and no improvement has been made in this regard.
1,the write up is very detailed with comparisons between previous and new versions as to what features have been implemented but lacks on explaining how they are implemented. it can be improved by adding how the features have been implemented why they chose this logic to implement the features.
1,documentation mentions the steps problem statement solutions and screenshots. the description are detailed. however i feel there is no need to give screenshots for tests written.
1,since the travis test has failed merging the code would not be good idea. the project does need to be redone from scratch some modifications to the existing work could make the project ready for deployment.
1,yes the code seems good to deploy if we consider the manual testing and the video demonstration. but since it didn pass travis ci this claims seems bit of concern. if we ignore the fact that lines of code was and thats why travis ci failed but still there are few lingering issues which the travis ci pointed which still been fixed. it seems more of patch which would require more patches to patch in the future.
1,this code will need to be however we will not need to build it from scratch. only some functionality has to be divided into chunks and moved into helper functions. the functionality works well.
1,no issues codeine can add test cases and after thorough testing it can be deployed. yes other team can take up and fix the minor issues and build pass.
1,build fails that needs to be investigated once that is done dont see why the project cannon be merged with the mail branch. loot of good work has been done and merge with the main branch would bring the work to fruition.
1,the code has been merged in good way and there have been no merge conflicts. however the travis ci was failing and the code climate check was failing too. this is something that the team must look into and make sure that the changes that they have made are consistent with the existing code.
1,travis ci did not pass. code climate also has issues to fix.
1,travis ci build is failing. lot of warnings and issues that have not been fixed. many of them are trivial and easy to fix.
1,the test cases covers the required test scenarios and the system operates as intended. the video file submitted though seems to crash. a link could have helped.
1,the team didn no provide the link for the deployment but according to the video they provided the features worked well.
1,the write up is very self explanatory. it successfully covers each and every aspect of the work done by the team and also to an extend what mindset they had while working the project which is very great. just one suggestion is that instead of simply dumping the files they could have made quick note of what the code in the file does. no one want to go through each and every line of code just to get an idea what it is meant to be.
1,overall the write up was not bad. here were some of the things i believe that could be improved problem statement seems to be wrong. i believe it should be included in the background as it merely describes the files that they are supposed to work on.
1,very impressed by one suggestion problem statement is not mentioned thoroughly however solution is very well with screenshots and code snippets.
1,the provides enough introductions for this project. according to the i can get clear insight about what the project is what the issues include in it why the team do things as the way they said and the tests they give to make sure the functions work properly. however the description for the first issue is not very clear and makes me confusing.
1,the code is almost perfect apart from the code complexity issues which in my view in very tough to fix. the project need not be done from scratch and it is certainly good starting place for future teams to pick up.
1,the feature implementation section is good to go. however the test cases can be improved on lot. that does mean that the test cases should be deployed.
1,the team gave fixtures for the issues exist but to make deployment it is better to add more tests to make sure the function work properly.
1,the code passes for the travis build as well as danger bot. however it fails for code climate with issues yet to be fixed. in totality the pull request does satisfy the need to pass the required builds.
1,the code is more about which is mentioned in the but i do not see any of the code in which changes are made. could have mentioned them in the for better clarity.
1,the last commit i see was days ago which seems that there went many changes done in the second round. the mentions the suggestions at the end so it would have been good to have the code changes and tests for the same.
1,the team could have added more test cases as they have mentioned about the code. the code and the screenshots of the test cases would have been better to display in the for future students.
1,the team has added tests and the coverage improved by small percentage. more tests can be added to further improve coverage
1,i feel that the project could cover more test cases which would have explained the functionality better. the sql that has been mentioned could have no results as well so covering negative results would have been better.
1,i found the write up to be same. there is more scope to improve it with more explanation and test cases specially the links to the codes could be added for the other teams to know.
1,the is clear and has illustrations to explain the flow. however none of the code is added to the documentation. the project also only defines the test added but could add more details about the increase in coverage
1,the authors should have added screenshots for the changes made in the code. otherwise the purpose and work done has been explained well.
1,the is good overall. but it would have been better if more code snippets were added along with explanation of why certain methods are obsolete.
1,yes i think with additional testing it can be deployed.
1,i feel there are more number of test cases that need to be covered before deploying this in prod.
1,the code is written in modular way but there are some errors as shown by the ci. if these are fixed it can be merged with the main project
1,the code build passes the travis ci test and it has not conflicts with the base branch. however the team should resolve warnings.
1,the build seems to have passed but there are not many test cases listed to check the same. there is more scope of test cases in the same.
1,most of the tests passed. however small fraction of the tests have failed and the code needs to be modified to incorporate these changes
1,the code is well written. although as suggested earlier the team has not added comments to the code. in the page the team displays of how the code was before and after. but i still feel this is not adequate information for layman to be able to follow line by line what the code does. adding comments in the code for future projects would be my best suggestion. or as an alternative briefly explain in line or as to what the code does.
1,code written well. remove the unwanted methods there are few duplicate methods which can be removed.
1,the code was well written and no problem with long or bad names. but no comments were present. commenting would have made the code easier to understand. also was not done.
1,the code is really well written there are no bad names. the functions are also easy to understand. however i would suggest them to include more comments in the code so that it becomes clear for the person reading the code that what the function and changes are all bout.
1,could not see any commits after the last submission as were working fine but team could have worked upon improving test coverage.
1,no new code was committed in the second round. i would have really appreciated it if the team could have taken the time to add comments and fix some issues.
1,i see really less commits in the second round. the last commit was on st october. it would have been really nice if they have worked on the project further to enhance the work they have done.
1,team has added capybara test. but team could have worked upon improving test coverage. team can explain test description in test plan in step by step so as to understand what all test scenarios were covered.
1,the test cases added by the team pass. but overall coverage has decreased. i would suggest the team to have added more test cases for the new lines added in the controllers.
1,everything works from their ui. their peer review plan works as intended and clearly explains how to test on ui. there are sql errors when trying to delete user which is tied to some assignment. although the team has mentioned it is out of scope of the project future work could be to remove those sql error displayed on pages and give pop up alert box saying your user is tied to an assignment.
1, is written well and explained properly with good indentation content and screenshots. team could have explained test plan in more brief so as to understand number of test scenarios covered.
1,the write up is well organized but it would have been better if some screenshots were unloaded along with the steps. that would have made the document easier to understand.
1,the is short and precise has everything that is needed for testing and understanding and kept the small for better understanding. they have mentioned about their dry principle within changes itself. mentioning it as separate sub topic will give more visibility is what i felt. other than that everything is self explanatory.
1,the is well written. it covers almost all the work done. however one suggestion would be to include more details about hoe the tests were done. i just one small portion dedicated to explanation of spec and not the work implemented.
1,no it should go through more edge cases testing
1, the system and code these code changes seem ready to be deployed in production after heavy integration testing as issues seem to be working but pull request shows more fixes to work upon.
1,although as per functionality this code is ready to be merged and the team did put in fair amount of work into it. still i believe this project can be bettered by another team in the future by some the code to improve code writing principles and also improve the documentation.
1,after fixing the issues suggested by code climate the code can be deployed.
1,the code seems ready to be deployed as the features are working as intended but it would have been better if the code was 
1,the code can be readily merged into production. i felt code climate failing not an issue because their similar blocks of code were on spec files and deleting different roles is the same functionality in the end. few places has indentation errors which can be fixed before merging. as suggested earlier removing the error for sql and replacing with some form of alert box could be helpful for future work.
1,the code is very well written as previously said. however some test cases are still not passing and that may be troublesome if deployed onto production server. it would be really nice opportunity for students in further classes take this up and improve the work so that they can complete the work which was left incomplete due to time constraints.
1,the build does not pass but only because of issues. the code written by the team in terms of logic is absolutely perfect. but certain conventions were not followed such as proper indentation was not followed dry principle violated. although these have no impact on the functionality these coding practices are industry convention and maybe the team would want to consider giving them equal importance for the next projects.
1,build is not passed. build failed travis ci. team can work to fix suggestion given on the pull request.
1,the build passed in travis ci and there were no conflicts. but some issues are not fixed like is not done and block has too many lines. these issues should be considered for well written code.
1,a better explanation on the test cases would have made sure that the code is ready. i feel that some more tests need to be done before deploying the code.
1,the code is functionally ready to be deployed in the production server because it is sound and even passes the build of travis ci. there are few minor issues due to cognitive complexity of names of methods lines of code and few indentation errors. if they are fixed the code is complete and will pass the build of as well. the team has proceeded in the correct approach and there is no need for the project to be redone from scratch using different approach.
1,from the file diff in it looks the code is in good shape. there were few suggestions provided during round review. if those could also be integrated it would be better. the test cases are successfully running. but the functionality could not be tested due to lack for steps in the 
1,the build seems to pass but it would have been great if the test cases were explained better. maybe some screenshots or video would have been easier to test.
1,code is very neat and readable. i appreciate you attention to following good syntax practices. there is some similar code was exists in the controller action method and the content page method but simple to bring out and make dry. overall great job.
1,the travis test had failed and shows indentation and other such minor errors. i think that the team just needs to work on the styling and following some ruby guidelines and they are good to go.
1,there is minor code climate error as mentioned above similar code. an easy fix and you will be green with the climate check.
1,overall the code looks good with most of the coding standards being followed. however i think it lacks proper commenting and also there were few stray pieces of commented out code lying around. adding few more comments and deleting unused code would be better.
1,there were not any bad naming in round as well. comments could have been added for new additions which is still missing. there has been no dry issues
